"","apartment","road","address","lon","lat"
"3548","서초3차e편한세상","남부순환로 2343-10","서울특별시 서초구 서초동 1467-37",127.0074854,37.4786963
"3549","서초4현대","고무래로 94","서울특별시 서초구 서초동 1684",127.0174283,37.4997459
"3550","서초5차e편한세상","명달로4길 30","서울특별시 서초구 서초동 1467-62",127.0072407,37.4796692
"3551","서초극동스타클래스","서리풀4길 43","서울특별시 서초구 서초동 1616-10",127.0228657,37.4877818
"3552","서초금호어울림","명달로 10","서울특별시 서초구 서초동 1467-97",127.0068536,37.47859
"3553","서초네스피아A","명달로4길 68","서울특별시 서초구 서초동 1466-2",127.0095209,37.4806353
"3554","서초네스피아B","명달로4길 68","서울특별시 서초구 서초동 1466-17",127.0097462,37.4806174
"3555","서초녹원","사임당로17길 83","서울특별시 서초구 서초동 1666-14",127.0174451,37.4925926
"3556","서초대림빌라트","명달로16길 17-4","서울특별시 서초구 서초동 1518-6",127.0052814,37.4851239
"3557","서초대성유니드","명달로 38","서울특별시 서초구 서초동 1487-121",127.0055791,37.4809203
"3558","서초대우","명달로 20","서울특별시 서초구 서초동 1467-3",127.0064463,37.4793822
"3559","서초대우아이빌","서초대로58길 10","서울특별시 서초구 서초동 1675-11",127.0174776,37.4941724
"3560","서초동대우디오빌프라임","강남대로 321","서울특별시 서초구 서초동 1337-22",127.0299611,37.4914697
"3561","서초동두산위브2","명달로 112","서울특별시 서초구 서초동 1507-38",127.0046778,37.4869785
"3562","서초동롯데캐슬리버티","사임당로10길 39","서울특별시 서초구 서초동 1620-20",127.0168412,37.4873363
"3563","서초동삼성쉐르빌2","강남대로53길 11","서울특별시 서초구 서초동 1330",127.0278995,37.4939235
"3564","서초동아타워","서운로 138","서울특별시 서초구 서초동 1321-6",127.0252259,37.4959396
"3565","서초동프레스티지아파트","서운로11길 17","서울특별시 서초구 서초동 1344-4",127.0275963,37.4874776
"3566","서초동현대리츠빌","강남대로43길 51","서울특별시 서초구 서초동 1359",127.0295676,37.4867495
"3567","서초두산위브트레지움","서운로 194","서울특별시 서초구 서초동 1310-4",127.0232326,37.500505
"3568","서초드림하이츠","서리풀2길 20","서울특별시 서초구 서초동 1617-26",127.0218653,37.4874987
"3569","서초래미안","서초대로65길 13-10","서울특별시 서초구 서초동 1682",127.0186049,37.4987627
"3570","서초레몬","서초중앙로 45","서울특별시 서초구 서초동 1600-11",127.0154351,37.4857432
"3571","서초로얄","사임당로14길 10","서울특별시 서초구 서초동 1627-3",127.0173051,37.4886106
"3572","서초롯데캐슬84","사임당로17길 90","서울특별시 서초구 서초동 1642-14",127.0182093,37.4924413
"3573","서초롯데캐슬프레지던트","서초중앙로24길 57","서울특별시 서초구 서초동 1681-8",127.0198437,37.4965718
"3574","서초벽산블루밍","효령로74길 56","서울특별시 서초구 서초동 1347-20",127.0260206,37.4856904
"3575","서초삼성래미안","사임당로17길 116","서울특별시 서초구 서초동 1641-1",127.0196731,37.4932689
"3576","서초쌍용플래티넘","서초중앙로 18","서울특별시 서초구 서초동 1445-13",127.0173415,37.4840138
"3577","서초아크빌","반포대로22길 86","서울특별시 서초구 서초동 1568-1",127.0128666,37.4907731
"3578","서초아트자이","반포대로 58","서울특별시 서초구 서초동 1583-10",127.0115665,37.4856794
"3579","서초에스케이뷰","반포대로21길 62","서울특별시 서초구 서초동 1521-8",127.0072971,37.486177
"3580","서초예성그린캐슬","서초대로58길 26","서울특별시 서초구 서초동 1667-2",127.0176749,37.4936154
"3581","서초우방유쉘","서초대로46길 62","서울특별시 서초구 서초동 1560-9",127.0111869,37.4896895
"3582","서초이오빌","효령로53길 45","서울특별시 서초구 서초동 1593-7",127.0129175,37.4864719
"3583","서초자이","효령로68길 81","서울특별시 서초구 서초동 1444-7",127.0201944,37.4849592
"3584","서초중흥S-클래스(도시형생활주택)","효령로52길 63","서울특별시 서초구 서초동 1451-89",127.013457,37.481645
"3585","서초지웰","반포대로10길 35","서울특별시 서초구 서초동 1458-6",127.0136789,37.4842058
"3586","서초코아","남부순환로317길 18-16","서울특별시 서초구 서초동 1465-7",127.0110589,37.4802706
"3587","서초타운트라팰리스","서초대로74길 23","서울특별시 서초구 서초동 1327",127.0270752,37.4955719
"3588","서초트라팰리스","효령로72길 57","서울특별시 서초구 서초동 1344-13",127.0283802,37.4867542
"3589","서초파라곤","서초대로74길 29","서울특별시 서초구 서초동 1327-29",127.0274129,37.4949034
"3590","서초푸르지오써밋","서운로 212","서울특별시 서초구 서초동 1311-10",127.0209735,37.5012459
"3591","서초프라임빌(1566-9)","서초대로50길 84-8","서울특별시 서초구 서초동 1566-9",127.0133101,37.4895514
"3592","서초프레스턴","명달로22길 81","서울특별시 서초구 서초동 1506-46",127.0070882,37.4881224
"3593","서초한빛삼성","서초대로40길 72","서울특별시 서초구 서초동 1509-1",127.0080537,37.4883044
"3594","서초한신","남부순환로323길 38-15","서울특별시 서초구 서초동 1454-29",127.0144307,37.4825776
"3595","서초한신리빙타워","효령로 237","서울특별시 서초구 서초동 1533",127.0099699,37.4841423
"3596","서초한양수자인","서운로11길 23","서울특별시 서초구 서초동 1344-2",127.027334,37.4872952
"3597","서초한일","서초대로64길 31","서울특별시 서초구 서초동 1636-1",127.0210959,37.4943827
"3598","서초한일유앤아이주상복합","사평대로56길 7","서울특별시 서초구 서초동 1303-10",127.0234988,37.5031698
"3599","서초현대","사임당로19길 10","서울특별시 서초구 서초동 1648-2",127.0200887,37.4906242
"3600","서초화원그랑빌","반포대로21길 27","서울특별시 서초구 서초동 1510-15",127.0084511,37.487322
"3601","서초힐하우스","서리풀길 28","서울특별시 서초구 서초동 1612-2",127.0206173,37.4888571
"3602","신동아아파트(1차)","사임당로 130","서울특별시 서초구 서초동 1333",127.0242419,37.4912532
"3603","신동아아파트(2차)","사임당로 130","서울특별시 서초구 서초동 1334-1",127.0269281,37.4906059
"3604","신원아침도시(1420)","남부순환로337가길 52","서울특별시 서초구 서초동 1420-18",127.0243265,37.4844041
"3605","신원아침도시(1434)","남부순환로337가길 51-9","서울특별시 서초구 서초동 1434-2",127.0236746,37.484451
"3606","아남","사임당로23길 53","서울특별시 서초구 서초동 1641-13",127.02088,37.4930744
"3607","아이파크빌","반포대로5길 65","서울특별시 서초구 서초동 1477-1",127.0081657,37.4813727
"3608","아크로비스타","서초중앙로 188","서울특별시 서초구 서초동 1685-3",127.0131528,37.4981551
"3609","애지앙","명달로4길 82","서울특별시 서초구 서초동 1466-4",127.0103311,37.4806763
"3610","연우","명달로8길 8","서울특별시 서초구 서초동 1487-115",127.0055785,37.4813888
"3611","예림","효령로47길 18","서울특별시 서초구 서초동 1531-6",127.0097149,37.4845259
"3612","예성그린(1667-3)","서초대로58길 30","서울특별시 서초구 서초동 1667-3",127.0177725,37.4934171
"3613","오로라빌","반포대로21길 43","서울특별시 서초구 서초동 1523-9",127.0083732,37.4866357
"3614","옥스포드빌라트","명달로20길 25","서울특별시 서초구 서초동 1514-6",127.0055678,37.4860354
"3615","우성아파트","서초대로74길 30","서울특별시 서초구 서초동 1326-17",127.0267841,37.4947315
"3616","월드메르디앙(오페라)","반포대로4길 24","서울특별시 서초구 서초동 1450-1",127.0139968,37.4813557
"3617","유원서초","서초중앙로24길 43","서울특별시 서초구 서초동 1687",127.0182815,37.4962524
"3618","장미아파트","남부순환로347길 21-7","서울특별시 서초구 서초동 1364-51",127.031361,37.485081
"3619","장복엘리트타운","명달로20길 14","서울특별시 서초구 서초동 1517-1",127.0048655,37.4858763
"3620","제이씨라디앙","반포대로22길 54","서울특별시 서초구 서초동 1559-1",127.0113832,37.4900669
"3621","진성그린","명달로4길 40","서울특별시 서초구 서초동 1469-4",127.0080822,37.480416
"3622","초원현대","효령로68길 105","서울특별시 서초구 서초동 1444-3",127.0191766,37.4850544
"3623","트라움하우스2","명달로17길 32","서울특별시 서초구 서초동 1495-2",127.0021993,37.48578
"3624","트라움하우스3","명달로 97-14","서울특별시 서초구 서초동 1496-24",127.0028524,37.4861612
"3625","풍림아이원(101동)","효령로67길 20","서울특별시 서초구 서초동 1607-6",127.0235005,37.4880096
"3626","풍림아이원(102동)","효령로67길 14","서울특별시 서초구 서초동 1607-15",127.0236024,37.4877393
"3627","풍림아이원플러스","효령로77길 14","서울특별시 서초구 서초동 1338-1",127.02974,37.4902875
"3628","프레스턴-2(1506-42)","명달로22길 89","서울특별시 서초구 서초동 1506-42",127.007042,37.4883608
"3629","한라비발디스튜디오193","강남대로39길 15-10","서울특별시 서초구 서초동 1363-25",127.0316652,37.4856007
"3630","한승미메이드","남부순환로333길 15-5","서울특별시 서초구 서초동 1427-7",127.0198074,37.4835999
"3631","햄프턴코트","서초중앙로2길 48","서울특별시 서초구 서초동 1428-1",127.0200157,37.4840107
"3632","현대ESA2","반포대로 122","서울특별시 서초구 서초동 1542-6",127.0085548,37.4910316
"3633","현대서초3","사임당로23길 58","서울특별시 서초구 서초동 1644",127.0212584,37.4923242
"3634","현대성우주상복합아파트","강남대로61길 23","서울특별시 서초구 서초동 1316-15",127.0243314,37.4981939
"3635","현대슈퍼빌","서초중앙로 15","서울특별시 서초구 서초동 1446-11",127.0161646,37.4830516
"3636","현대이에스에이아파트","효령로77길 20","서울특별시 서초구 서초동 1338",127.0294751,37.4908368
"3637","서초포레스타3단지","헌릉로8길 22","서울특별시 서초구 신원동 BL-3",127.0591355,37.4549227
"3638","서초포레스타5단지","청계산로7길 43","서울특별시 서초구 신원동 690",127.0614206,37.4446745
"3639","서초포레스타6단지","청계산로9길 1-12","서울특별시 서초구 신원동 BL-6",127.0552396,37.4502368
"3640","서초포레스타7단지","청계산로11길 7-12","서울특별시 서초구 신원동 271-9",127.0575758,37.449686
"3641","힐스테이트 서초 젠트리스","헌릉로8길 10-12","서울특별시 서초구 신원동 BL-4",127.0614206,37.4446745
"3642","그린씨티아파트1","동산로10길 19","서울특별시 서초구 양재동 376-4",127.0451254,37.4707699
"3643","다원","강남대로8길 64","서울특별시 서초구 양재동 340-8",127.0439278,37.4693771
"3644","대흥","강남대로30길 73-11","서울특별시 서초구 양재동 7-45",127.0407798,37.4831494
"3645","드림팰리스103동","논현로31길 24-10","서울특별시 서초구 양재동 44001",127.0381702,37.4731977
"3646","리젠시","논현로5길 7","서울특별시 서초구 양재동 401",127.0494464,37.4721834
"3647","리치스","동산로14길 17","서울특별시 서초구 양재동 391-12",127.0470388,37.4714332
"3648","리치타운","매헌로14길 18","서울특별시 서초구 양재동 203-2",127.0347727,37.4665076
"3649","마로니에","강남대로2길 24","서울특별시 서초구 양재동 352-7",127.0436729,37.4666692
"3650","미영(101)","논현로31길 24-15","서울특별시 서초구 양재동 44011",127.0381702,37.4731977
"3651","베누시아","강남대로30길 32-33","서울특별시 서초구 양재동 17-33",127.0395771,37.4810844
"3652","블루하이츠","동산로12길 13-16","서울특별시 서초구 양재동 379-3",127.0462153,37.471295
"3653","비젼(101)","바우뫼로39길 39","서울특별시 서초구 양재동 17-35",127.0397733,37.4813022
"3654","비젼(102)","바우뫼로39길 27","서울특별시 서초구 양재동 16-22",127.0399158,37.4808628
"3655","비젼(103)","남부순환로356길 95-10","서울특별시 서초구 양재동 16-21",127.0396862,37.4807798
"3656","삼익양재빌라","양재천로23길 16","서울특별시 서초구 양재동 91",127.0407192,37.4784238
"3657","새티스(402-10)","논현로1길 33","서울특별시 서초구 양재동 402-10",127.0498801,37.4711407
"3658","신영체르니","논현로27길 57","서울특별시 서초구 양재동 90",127.0414697,37.4789715
"3659","양재","강남대로34길 58","서울특별시 서초구 양재동 44067",127.0381702,37.4731977
"3660","양재동메트로","언남길 21","서울특별시 서초구 양재동 312-1",127.040545,37.4717943
"3661","양재테크노3","바우뫼로41길 30","서울특별시 서초구 양재동 6-36",127.0410639,37.4817939
"3662","양재테크노5","바우뫼로41길 62","서울특별시 서초구 양재동 7-39",127.0403897,37.4832373
"3663","양재파크뷰","바우뫼로39길 88-3","서울특별시 서초구 양재동 8-37",127.0391512,37.4835291
"3664","양재한신휴플러스","강남대로 224","서울특별시 서초구 양재동 44175",127.0381702,37.4731977
"3665","우성112","바우뫼로 103","서울특별시 서초구 양재동 137-1",127.0325562,37.4749026
"3666","우성KBS","바우뫼로 91","서울특별시 서초구 양재동 160-2",127.0291927,37.4773538
"3667","위너스","바우뫼로37길 42-5","서울특별시 서초구 양재동 15-9",127.0387085,37.480661
"3668","초원탑스빌","매헌로 62","서울특별시 서초구 양재동 203-11",127.0345679,37.4664321
"3669","태양파크빌","바우뫼로39길 88-7","서울특별시 서초구 양재동 8-36",127.0392965,37.4835726
"3670","파크사이드","동산로6길 2","서울특별시 서초구 양재동 333-9",127.0431045,37.4706418
"3671","포레스빌","양재천로11길 5","서울특별시 서초구 양재동 119-3",127.0365434,37.474664
"3672","한솔로이젠트","남부순환로 2614","서울특별시 서초구 양재동 44152",127.0381702,37.4731977
"3673","해청","바우뫼로39길 32-6","서울특별시 서초구 양재동 19",127.0403662,37.4810088
"3674","해청3차","남부순환로356길 82","서울특별시 서초구 양재동 15-12",127.0385117,37.4812019
"3675","해청파인빌","바우뫼로39길 26","서울특별시 서초구 양재동 19-1",127.0404454,37.4808211
"3676","현대테라하임102동","강남대로34길 19","서울특별시 서초구 양재동 11-74",127.0371332,37.4834198
"3677","휴먼씨티","논현로1길 49","서울특별시 서초구 양재동 402-15",127.0491584,37.4706412
"3678","계룡리슈빌 S","양재대로2길 100-11","서울특별시 서초구 우면동 764",127.0164423,37.4651959
"3679","동고","바우뫼로7길 29","서울특별시 서초구 우면동 59",127.0235846,37.4712084
"3680","서초네이처힐1단지","형촌길 35","서울특별시 서초구 우면동 707",127.0199384,37.4635256
"3681","서초네이처힐2단지","형촌길 15","서울특별시 서초구 우면동 712",127.0216258,37.4627619
"3682","서초네이처힐3단지","태봉로2길 60","서울특별시 서초구 우면동 717",127.0276936,37.4640807
"3683","서초네이처힐4단지","태봉로2길 65","서울특별시 서초구 우면동 720",127.0262012,37.4636675
"3684","서초네이처힐6단지","태봉로2길 30","서울특별시 서초구 우면동 737",127.026464,37.4613602
"3685","서초네이처힐7단지","태봉로2길 10","서울특별시 서초구 우면동 735",127.0231442,37.4617869
"3686","서초호반써밋","양재대로2길 109","서울특별시 서초구 우면동 753",127.0164423,37.4651959
"3687","서초힐스","양재대로2길 90","서울특별시 서초구 우면동 773",127.0164423,37.4651959
"3688","57-0","잠원로8길 25","서울특별시 서초구 잠원동 57",127.0122041,37.5147075
"3689","CJ빌리지","잠원로 130","서울특별시 서초구 잠원동 63",127.0087376,37.5147514
"3690","녹원한신","잠원로4길 34-11","서울특별시 서초구 잠원동 22098",127.0143281,37.514847
"3691","대우아이빌","신반포로45길 23","서울특별시 서초구 잠원동 42-13",127.0183474,37.5114392
"3692","데뜨아르","잠원로 46-4","서울특별시 서초구 잠원동 24473",127.0143281,37.514847
"3693","띠에라하우스","잠원로 221-31","서울특별시 서초구 잠원동 49-37",127.0162335,37.5223694
"3694","래미안신반포팰리스","잠원로8길 35","서울특별시 서초구 잠원동 158",127.0143281,37.514847
"3695","로즈빌","신반포로41길 69","서울특별시 서초구 잠원동 11963",127.0143281,37.514847
"3696","롯데캐슬갤럭시","잠원로14길 3","서울특별시 서초구 잠원동 50",127.0164798,37.5201467
"3697","롯데캐슬갤럭시(50-1)","잠원로14길 23","서울특별시 서초구 잠원동 18264",127.0143281,37.514847
"3698","메이플라워","잠원로 116","서울특별시 서초구 잠원동 23743",127.0143281,37.514847
"3699","미주파스텔","잠원로 166-4","서울특별시 서초구 잠원동 54",127.0110618,37.517265
"3700","베니하우스","잠원로4길 36-15","서울특별시 서초구 잠원동 60-21",127.0113114,37.5124988
"3701","보미리아파트","신반포로41길 55","서울특별시 서초구 잠원동 32-22",127.0160133,37.5122551
"3702","브라운스톤잠원","잠원로 46-38","서울특별시 서초구 잠원동 24504",127.0143281,37.514847
"3703","블루힐하우스","잠원로 85","서울특별시 서초구 잠원동 25934",127.0143281,37.514847
"3704","신반포10","나루터로4길 39","서울특별시 서초구 잠원동 58-16",127.0141197,37.5125168
"3705","신반포11","나루터로4길 61","서울특별시 서초구 잠원동 58-24",127.0130498,37.5094191
"3706","신반포12","잠원로14길 41","서울특별시 서초구 잠원동 18384",127.0143281,37.514847
"3707","신반포13","잠원로14길 42","서울특별시 서초구 잠원동 19025",127.0143281,37.514847
"3708","신반포16","잠원로 157","서울특별시 서초구 잠원동 20424",127.0143281,37.514847
"3709","신반포17","나루터로4길 49","서울특별시 서초구 잠원동 58-22",127.0140236,37.5105427
"3710","신반포18(49-17)","잠원로 195","서울특별시 서초구 잠원동 49-17",127.013349,37.5199377
"3711","신반포19","잠원로8길 20","서울특별시 서초구 잠원동 22313",127.0143281,37.514847
"3712","신반포2","신반포로23길 41","서울특별시 서초구 잠원동 73",127.0023599,37.5103475
"3713","신반포21","신반포로 267","서울특별시 서초구 잠원동 21824",127.0143281,37.514847
"3714","신반포22","잠원로 86","서울특별시 서초구 잠원동 65-33",127.0078269,37.5134832
"3715","신반포24","잠원로12길 13","서울특별시 서초구 잠원동 18994",127.0143281,37.514847
"3716","신반포25","잠원로 136","서울특별시 서초구 잠원동 22282",127.0143281,37.514847
"3717","신반포27","잠원로8길 3","서울특별시 서초구 잠원동 20486",127.0143281,37.514847
"3718","신반포4","잠원로 37-48","서울특별시 서초구 잠원동 70",127.005923,37.508288
"3719","신반포6","신반포로 171","서울특별시 서초구 잠원동 27061",127.0143281,37.514847
"3720","신반포7","잠원로 88","서울특별시 서초구 잠원동 65-32",127.0079619,37.5121715
"3721","신반포8","나루터로4길 28","서울특별시 서초구 잠원동 21976",127.0143281,37.514847
"3722","신반포9","신반포로33길 30","서울특별시 서초구 잠원동 22068",127.0143281,37.514847
"3723","신반포청구","신반포로33길 66","서울특별시 서초구 잠원동 23043",127.0143281,37.514847
"3724","신화","잠원로14길 54","서울특별시 서초구 잠원동 19906",127.0143281,37.514847
"3725","유로미","신반포로45길 88","서울특별시 서초구 잠원동 17-10",127.0158947,37.5134489
"3726","잠원동대주피오레","강남대로95길 56","서울특별시 서초구 잠원동 31-14",127.0170218,37.5128131
"3727","잠원동상지리츠빌카일룸","잠원로 221-19","서울특별시 서초구 잠원동 18080",127.0143281,37.514847
"3728","잠원아이비","강남대로95길 81","서울특별시 서초구 잠원동 12420",127.0143281,37.514847
"3729","잠원중앙하이츠(A동)","잠원로3길 16","서울특별시 서초구 잠원동 71-15",127.0052423,37.5102375
"3730","잠원현대훼밀리","신반포로 261","서울특별시 서초구 잠원동 21610",127.0143281,37.514847
"3731","킴스빌리지","잠원로3길 6","서울특별시 서초구 잠원동 26268",127.0143281,37.514847
"3732","한강","잠원로 213-10","서울특별시 서초구 잠원동 18111",127.0143281,37.514847
"3733","한신그린","신반포로33길 71","서울특별시 서초구 잠원동 23955",127.0143281,37.514847
"3734","한신로얄","신반포로33길 64","서울특별시 서초구 잠원동 63-34",127.0090832,37.5132586
"3735","한신타운","나루터로4길 70-5","서울특별시 서초구 잠원동 22007",127.0143281,37.514847
"3736","한신타워","잠원로3길 8","서울특별시 서초구 잠원동 26238",127.0143281,37.514847
"3737","현대실크빌","신반포로33길 50","서울특별시 서초구 잠원동 22798",127.0143281,37.514847
"3738","훼미리","잠원로 202-11","서울특별시 서초구 잠원동 51",127.014448,37.5190395
"3739","금호삼성래미안","독서당로 343","서울특별시 성동구 금호동1가 1500",127.0272339,37.5490395
"3740","신금호","행당로 31-43","서울특별시 성동구 금호동1가 128-5",127.0230072,37.5564841
"3741","신금호두산위브","행당로 27","서울특별시 성동구 금호동1가 1818",127.0226921,37.5559986
"3742","푸른마을(8차)","행당로 31-35","서울특별시 성동구 금호동1가 128-4",127.0226381,37.5564081
"3743","하나","독서당로55길 28","서울특별시 성동구 금호동1가 635",127.0266414,37.5506565
"3744","금호자이1차","금호로 117","서울특별시 성동구 금호동2가 1215",127.0223753,37.5528666
"3745","래미안하이리버","금호로 107","서울특별시 성동구 금호동2가 1217",127.02241,37.5529539
"3746","상기","금호산9가길 52","서울특별시 성동구 금호동2가 500-7",127.0189903,37.5526908
"3747","신금호파크자이","금호로 173","서울특별시 성동구 금호동2가 1",127.0196111,37.5567056
"3748","금호1차푸르지오","금호산길 8","서울특별시 성동구 금호동3가 917",127.0206481,37.5497671
"3749","금호자이2차","금호산8길 14","서울특별시 성동구 금호동3가 700",127.021627,37.550379
"3750","금호한신","금호산길 27","서울특별시 성동구 금호동3가 1662",127.0178297,37.5502312
"3751","브라운스톤2차","동호로 93","서울특별시 성동구 금호동4가 1550",127.0153544,37.5474984
"3752","브라운스톤금호","매봉길 24","서울특별시 성동구 금호동4가 1507",127.0157697,37.5466414
"3753","삼산금호","금호로3길 10","서울특별시 성동구 금호동4가 180",127.0245484,37.5473017
"3754","서울숲푸르지오","금호로 15","서울특별시 성동구 금호동4가 340",127.0223406,37.5446984
"3755","서울숲푸르지오2차","금호로 17","서울특별시 성동구 금호동4가 235",127.0242025,37.5463204
"3756","마장동중앙하이츠","마장로 262","서울특별시 성동구 마장동 819",127.0391,37.5654122
"3757","신명스카이뷰","마장로 258","서울특별시 성동구 마장동 830",127.0381763,37.5655839
"3758","아트리움","마장로39길 36","서울특별시 성동구 마장동 768-1",127.0436702,37.5681091
"3759","장원","마장로35길 104","서울특별시 성동구 마장동 767-1",127.0446461,37.569165
"3760","드림시드","사근동10길 7","서울특별시 성동구 사근동 198-1",127.0485967,37.5610695
"3761","텐즈힐(2구역)","마장로 137","서울특별시 성동구 상왕십리동 811",127.0249238,37.5679524
"3762","LIG건영","왕십리로 36","서울특별시 성동구 성수동1가 710",127.0450357,37.540323
"3763","강변동양","둘레길 21","서울특별시 성동구 성수동1가 479-1",127.0463636,37.5376153
"3764","갤러리아 포레","서울숲2길 32-14","서울특별시 성동구 성수동1가 685-696",127.04246,37.5457427
"3765","대우2","상원6길 16","서울특별시 성동구 성수동1가 709",127.0501181,37.5483977
"3766","뚝섬현대","상원길 42","서울특별시 성동구 성수동1가 13-157",127.048828,37.54768
"3767","서울숲 대림","뚝섬로1길 4","서울특별시 성동구 성수동1가 656-234",127.0457931,37.5418042
"3768","서울숲한양현대","상원1길 17","서울특별시 성동구 성수동1가 707",127.047972,37.5454944
"3769","성수파크빌","서울숲길 17","서울특별시 성동구 성수동1가 685-191",127.0396115,37.5482217
"3770","신장미","왕십리로 66-15","서울특별시 성동구 성수동1가 656-421",127.0460285,37.5429504
"3771","트리마제","왕십리로 16","서울특별시 성동구 성수동1가 718",127.0437247,37.5435182
"3772","한진타운","뚝섬로 310","서울특별시 성동구 성수동1가 704",127.0453964,37.5410567
"3773","E-아름다운세상","광나루로6길 7-1","서울특별시 성동구 성수동2가 846",127.0542534,37.5394428
"3774","강변금호타운","둘레19길 6","서울특별시 성동구 성수동2가 830",127.0575197,37.5352369
"3775","강변임광","둘레19길 5","서울특별시 성동구 성수동2가 609-2",127.0571848,37.5350621
"3776","강변청구3","성수이로2길 4","서울특별시 성동구 성수동2가 745",127.0539518,37.5353553
"3777","강변현대","둘레11길 1","서울특별시 성동구 성수동2가 400",127.0509932,37.53632
"3778","금호타운2","연무장길 31","서울특별시 성동구 성수동2가 832",127.0530428,37.5433538
"3779","대명루첸","뚝섬로 436","서울특별시 성동구 성수동2가 840",127.0591445,37.5370384
"3780","대우1","동일로 143","서울특별시 성동구 성수동2가 279-50",127.0653621,37.5453847
"3781","성수동두산위브","뚝섬로 434","서울특별시 성동구 성수동2가 838",127.0585323,37.5370453
"3782","우방2","성수일로10길 3","서울특별시 성동구 성수동2가 286",127.0516509,37.5484434
"3783","우성2차","성수이로16길 13","서울특별시 성동구 성수동2가 837",127.0581419,37.5409158
"3784","이화101동","성수이로7가길 20","서울특별시 성동구 성수동2가 320-2",127.0555811,37.5417297
"3785","이화102동","성수이로7가길 18","서울특별시 성동구 성수동2가 320-6",127.055514,37.5415796
"3786","청구강변1","둘레15길 7","서울특별시 성동구 성수동2가 712",127.0548565,37.5353904
"3787","한신한강","성수이로 3","서울특별시 성동구 성수동2가 442",127.0527777,37.535772
"3788","현대I-PARK","성수이로 137","서울특별시 성동구 성수동2가 834",127.0566158,37.5472605
"3789","힐스테이트","성수일로4길 26","서울특별시 성동구 성수동2가 843",127.0521329,37.5412119
"3790","서울숲아이파크","동일로 237","서울특별시 성동구 송정동 104",127.069171,37.5528673
"3791","양지쉐르빌아파트","동일로 291","서울특별시 성동구 송정동 97",127.0723697,37.5575833
"3792","경보이리스힐","독서당로 184","서울특별시 성동구 옥수동 559",127.0119445,37.5420277
"3793","극동그린","독서당로 175","서울특별시 성동구 옥수동 436",127.0102397,37.5418197
"3794","극동옥정","한림말길 24","서울특별시 성동구 옥수동 557",127.0137506,37.5404714
"3795","동인샤인빌","독서당로 242","서울특별시 성동구 옥수동 12",127.0175706,37.5449688
"3796","래미안 옥수 리버젠","매봉길 15","서울특별시 성동구 옥수동 561",127.0134664,37.5435935
"3797","레미테지","독서당로 154","서울특별시 성동구 옥수동 220-2",127.0120571,37.5394967
"3798","벽산빌라트","한림말길 56","서울특별시 성동구 옥수동 191-3",127.017273,37.5409152
"3799","예건네스빌","한림말1길 10","서울특별시 성동구 옥수동 365-11",127.0165711,37.5421447
"3800","옥수","한림말3길 24","서울특별시 성동구 옥수동 306",127.0156678,37.5431184
"3801","옥수 어울림","독서당로40길 37","서울특별시 성동구 옥수동 560",127.0181535,37.5422885
"3802","옥수파크힐스 117동~125동","매봉길 50","서울특별시 성동구 옥수동 528-1",127.0112278,37.5462602
"3803","옥수파크힐스101동~116동",NA,"서울특별시 성동구 옥수동 528",127.0112278,37.5462602
"3804","옥수하이츠","한림말길 50","서울특별시 성동구 옥수동 100",127.0163862,37.5401176
"3805","이테크빌","독서당로40길 27","서울특별시 성동구 옥수동 558",127.0173461,37.5425908
"3806","한남하이츠","독서당로 156","서울특별시 성동구 옥수동 220-1",127.013962,37.5398063
"3807","화이트캐슬","독서당로39길 33","서울특별시 성동구 옥수동 436-6",127.0097791,37.5408796
"3808","YM프라젠","자동차시장1길 14","서울특별시 성동구 용답동 226-4",127.0586563,37.5612889
"3809","덕현해밀","용답29길 29","서울특별시 성동구 용답동 252",127.0554067,37.5640647
"3810","금호현대","독서당로 377","서울특별시 성동구 응봉동 98",127.0309944,37.5509707
"3811","대림(1차)","독서당로62길 43","서울특별시 성동구 응봉동 100",127.0330269,37.5515893
"3812","대림(2차)","독서당로 431","서울특별시 성동구 응봉동 97",127.0323814,37.5526679
"3813","대림강변","고산자로 160","서울특별시 성동구 응봉동 15",127.0356605,37.5534327
"3814","동아리버그린","고산자로4길 34","서울특별시 성동구 응봉동 276",127.0372614,37.5529412
"3815","극동미라주","난계로 73","서울특별시 성동구 하왕십리동 1058",127.0233961,37.5583372
"3816","무학현대","무학봉길 49","서울특별시 성동구 하왕십리동 992",127.0281381,37.560892
"3817","블루빌","왕십리로31길 15","서울특별시 성동구 하왕십리동 890-446",127.0276064,37.563397
"3818","상리제나우스","무학봉28길 5","서울특별시 성동구 하왕십리동 966-18",127.0328494,37.5622624
"3819","상왕아파트","왕십리로31나길 33","서울특별시 성동구 하왕십리동 890-103",127.0286386,37.5634929
"3820","센트라스아파트",NA,"서울특별시 성동구 하왕십리동 1070",127.0238828,37.5662686
"3821","왕십리 지웰","무학봉길 76","서울특별시 성동구 하왕십리동 1064",127.0311371,37.5608428
"3822","왕십리KCC스위첸","무학봉길 35","서울특별시 성동구 하왕십리동 1002",127.0259224,37.5604214
"3823","왕십리자이",NA,"서울특별시 성동구 하왕십리동 1071",127.0279598,37.5689559
"3824","왕십리풍림아이원","난계로 84","서울특별시 성동구 하왕십리동 1061",127.0252632,37.5588914
"3825","청계벽산","청계천로 494","서울특별시 성동구 하왕십리동 258",127.0320307,37.568672
