"","apartment","road","address","lon","lat"
"1","개포2차현대아파트(220)","언주로 103","서울특별시 강남구 개포동 655-2",127.052897,37.4813054
"2","개포6차우성아파트1동~8동","언주로 3","서울특별시 강남구 개포동 658-1",127.0567424,37.4762642
"3","개포우성3차","개포로 307","서울특별시 강남구 개포동 652",127.0561699,37.4839447
"4","개포자이(12-2)","개포로109길 69","서울특별시 강남구 개포동 44167",127.0609282,37.4789643
"5","개포주공 1단지","개포로 310","서울특별시 강남구 개포동 141",127.0614839,37.478368
"6","개포주공 4단지","삼성로 14","서울특별시 강남구 개포동 189",127.0714351,37.4855371
"7","개포주공 5단지","삼성로4길 17","서울특별시 강남구 개포동 187",127.0686558,37.4875354
"8","개포주공 6단지","개포로 516","서울특별시 강남구 개포동 185",127.071487,37.4888326
"9","개포주공 7단지","개포로 516","서울특별시 강남구 개포동 185",127.071487,37.4888326
"10","개포현대200동","언주로 105","서울특별시 강남구 개포동 655-1",127.0526666,37.4816442
"11","경남1","언주로 110","서울특별시 강남구 개포동 649",127.054267,37.4843872
"12","경남2차","언주로 110","서울특별시 강남구 개포동 649",127.054267,37.4843872
"13","뉴현대파크빌","논현로2길 61-4","서울특별시 강남구 개포동 1164-30",127.0547895,37.4747735
"14","삼익대청아파트","개포로109길 21","서울특별시 강남구 개포동 12",127.0750977,37.4939654
"15","상지리츠빌","개포로 405","서울특별시 강남구 개포동 176-1",127.0602688,37.4871869
"16","새롬(1164-12)","논현로2길 34","서울특별시 강남구 개포동 1164-12",127.0529491,37.473145
"17","새롬(1164-14)","논현로2길 38","서울특별시 강남구 개포동 1164-14",127.0532351,37.4733275
"18","성원대치2단지아파트","개포로109길 9","서울특별시 강남구 개포동 12",127.0750977,37.4939654
"19","시영","언주로 21","서울특별시 강남구 개포동 656",127.0542624,37.4785609
"20","쌍용","언주로 101","서울특별시 강남구 개포동 655-3",127.0532554,37.4810335
"21","아람손프라자/비바빌","논현로2길 22","서울특별시 강남구 개포동 1164-7",127.0523738,37.4727746
"22","에버그린","선릉로8길 5","서울특별시 강남구 개포동 166-4",127.0612704,37.4828707
"23","우성8","개포로 411","서울특별시 강남구 개포동 179",127.0625135,37.4881707
"24","우성9차아파트 901동, 902동","개포로 311","서울특별시 강남구 개포동 651-1",127.0571779,37.4848024
"25","우찬현대(1260-11)","개포로31길 3-12","서울특별시 강남구 개포동 1260-11",127.0489038,37.4793154
"26","포이벨리","양재대로 379","서울특별시 강남구 개포동 1164-28",127.0551887,37.4745812
"27","한림","논현로2길 50","서울특별시 강남구 개포동 1164-20",127.0541063,37.4739021
"28","현대","선릉로18길 12","서울특별시 강남구 개포동 172-3",127.0601356,37.4842818
"29","현대1차101동~106동","개포로 303","서울특별시 강남구 개포동 653",127.0544891,37.4825481
"30","현대2","언주로 107","서울특별시 강남구 개포동 654",127.0513673,37.482369
"31","현대3","개포로 409","서울특별시 강남구 개포동 177",127.0609236,37.4878994
"32","현대탑빌라","개포로15길 32-8","서울특별시 강남구 개포동 1242-2",127.0459467,37.4797123
"33","e-편한세상","봉은사로11길 12","서울특별시 강남구 논현동 195-1",127.0289875,37.5066597
"34","거평프리젠","강남대로112길 41","서울특별시 강남구 논현동 196",127.0276384,37.5062954
"35","경남논현","언주로116길 12","서울특별시 강남구 논현동 274",127.0381352,37.5106451
"36","골든캐슬","도산대로54길 48-8","서울특별시 강남구 논현동 103-11",127.0388377,37.5196379
"37","논현동월드메르디앙","학동로38길 22","서울특별시 강남구 논현동 212-13",127.0340836,37.5134549
"38","논현동한화꿈에그린","논현로111길 39","서울특별시 강남구 논현동 205-2",127.0303436,37.5067547
"39","논현라폴리움","학동로46길 32","서울특별시 강남구 논현동 252",127.0387343,37.5141181
"40","논현베르빌","학동로30길 21","서울특별시 강남구 논현동 214-2",127.032682,37.5125829
"41","논현빌라트","선릉로137길 6","서울특별시 강남구 논현동 102-9",127.0398634,37.5192237
"42","논현아트빌","논현로124길 7","서울특별시 강남구 논현동 215-14",127.032252,37.5124235
"43","논현웰스톤","학동로43길 38","서울특별시 강남구 논현동 108",127.0380027,37.5184174
"44","논현파라곤","학동로 338","서울특별시 강남구 논현동 241-1",127.0404191,37.5164665
"45","논현프라임아파트","봉은사로11길 11","서울특별시 강남구 논현동 196-4",127.0283866,37.5065989
"46","논현한가람빌라트","도산대로50길 54","서울특별시 강남구 논현동 105-3",127.0374942,37.5187232
"47","더그레이스","언주로125길 12","서울특별시 강남구 논현동 212-20",127.0340921,37.5129702
"48","동부센트레빌","언주로116길 6","서울특별시 강남구 논현동 275",127.0375793,37.5102504
"49","동양파라곤","언주로130길 30","서울특별시 강남구 논현동 245",127.0380907,37.5145526
"50","동현아파트 1~6","언주로146길 18","서울특별시 강남구 논현동 105",127.0366998,37.5193601
"51","두산위브1단지","학동로46길 38","서울특별시 강남구 논현동 252-1",127.0386984,37.5133862
"52","두산위브2단지","언주로122길 25","서울특별시 강남구 논현동 258",127.0383688,37.5125374
"53","마블하우스","봉은사로51길 36","서울특별시 강남구 논현동 267-23",127.0423328,37.5124174
"54","마일스디오빌","학동로 165","서울특별시 강남구 논현동 21217",127.0315341,37.5135304
"55","삼성빌라트","학동로31길 29","서울특별시 강남구 논현동 28976",127.0315341,37.5135304
"56","신동아(22)","강남대로146길 28","서울특별시 강남구 논현동 22",127.0227423,37.5146969
"57","아크로힐스논현","언주로 604","서울특별시 강남구 논현동 276-1",127.0388621,37.5093526
"58","우민","언주로136길 21","서울특별시 강남구 논현동 107-44",127.0373364,37.517802
"59","월드쉐르빌","강남대로124길 51","서울특별시 강남구 논현동 138-9",127.0260579,37.5102479
"60","은탑리더스카운티","학동로9길 15","서울특별시 강남구 논현동 16224",127.0315341,37.5135304
"61","이움빌라","봉은사로29길 26","서울특별시 강남구 논현동 229-13",127.0340901,37.5092605
"62","제이빌","학동로43길 30","서울특별시 강남구 논현동 108-2",127.0379207,37.5180203
"63","지고하임(102동)","강남대로136길 40","서울특별시 강남구 논현동 16316",127.0315341,37.5135304
"64","청학아파트 에이동,비동,씨동","도산대로 232","서울특별시 강남구 논현동 22706",127.0315341,37.5135304
"65","케럿스테이트","봉은사로51길 40","서울특별시 강남구 논현동 267-18",127.0422286,37.5125994
"66","케이씨빌","선릉로137길 20","서울특별시 강남구 논현동 104-23",127.0387238,37.5189945
"67","테크노빌라트","선릉로111길 38-16","서울특별시 강남구 논현동 271-6",127.0402036,37.511208
"68","토미빌(228-9)","봉은사로29길 25","서울특별시 강남구 논현동 228-9",127.0337745,37.5090039
"69","프라임","도산대로30길 56","서울특별시 강남구 논현동 80-13",127.0305634,37.5161661
"70","학동","논현로124길 28","서울특별시 강남구 논현동 217-34",127.0337732,37.5126135
"71","한양빌라트","논현로140길 22","서울특별시 강남구 논현동 29037",127.0315341,37.5135304
"72","한양수자인어반게이트","봉은사로29길 35","서울특별시 강남구 논현동 221-7",127.0334919,37.5096909
"73","한진로즈힐","도산대로46길 21","서울특별시 강남구 논현동 105-4",127.037115,37.5206817
"74","한화꿈에그린2차","봉은사로21길 19","서울특별시 강남구 논현동 194-23",127.0307946,37.5074711
"75","현대넥서스 A동","학동로42길 60","서울특별시 강남구 논현동 261-8",127.0367685,37.5115504
"76","현대넥서스 B동","언주로122길 6","서울특별시 강남구 논현동 261-7",127.036584,37.5118264
"77","현대인텔렉스","언주로 620","서울특별시 강남구 논현동 261",127.0362884,37.5115897
"78","힐스빌7","학동로5길 22","서울특별시 강남구 논현동 16834",127.0315341,37.5135304
"79","개포우성1","선릉로 120","서울특별시 강남구 대치동 503",127.05991,37.491182
"80","개포우성2","선릉로 120","서울특별시 강남구 대치동 500",127.0573085,37.4908748
"81","노빌리티빌리지","삼성로51길 10-13","서울특별시 강남구 대치동 1017-1",127.0604375,37.4972827
"82","대우아이빌멤버스(891-26)","삼성로85길 42","서울특별시 강남구 대치동 891-26",127.0537958,37.5045291
"83","대우아이빌명문가(891-23)","선릉로90길 56","서울특별시 강남구 대치동 891-23",127.0537731,37.5050714
"84","대치 SK VIEW","삼성로51길 25","서울특별시 강남구 대치동 1029",127.0763663,37.4968308
"85","대치동우정에쉐르1","삼성로85길 38","서울특별시 강남구 대치동 891-28",127.0541516,37.5045644
"86","대치동우정에쉐르2(890-42)","테헤란로68길 15","서울특별시 강남구 대치동 890-42",127.0525547,37.504284
"87","대치삼성","도곡로78길 22","서울특별시 강남구 대치동 1014-3",127.0588507,37.4965682
"88","대치아이파크","선릉로 222","서울특별시 강남구 대치동 888",127.0545774,37.495014
"89","대치우성아파트1동, 2동, 3동, 5동, 6동, 7동","영동대로 230","서울특별시 강남구 대치동 63",127.0691228,37.5002033
"90","대치주성","삼성로68길 5","서울특별시 강남구 대치동 962-20",127.0601821,37.5015039
"91","대치타워","삼성로71길 11-8","서울특별시 강남구 대치동 914-8",127.058004,37.5016758
"92","대치하나빌","삼성로57길 37-5","서울특별시 강남구 대치동 1015-6",127.0584811,37.4970005
"93","대치한신휴플러스","선릉로76길 12","서울특별시 강남구 대치동 907-2",127.0515885,37.5013596
"94","대치현대","삼성로64길 5","서울특별시 강남구 대치동 974",127.0608409,37.5008289
"95","대치효성","삼성로64길 12","서울특별시 강남구 대치동 988-4",127.0612125,37.4997794
"96","동민맥스빌A동","선릉로62길 38","서울특별시 강남구 대치동 938-11",127.0555253,37.4977806
"97","동민맥스빌B동","도곡로69길 7","서울특별시 강남구 대치동 938-13",127.0558327,37.4978831
"98","동양","선릉로72길 10-7","서울특별시 강남구 대치동 920-32",127.0525454,37.4997409
"99","래미안 대치 하이스턴","도곡로93길 12","서울특별시 강남구 대치동 985",127.0653883,37.500937
"100","래미안대치팰리스","삼성로51길 37","서울특별시 강남구 대치동 1027",127.0610527,37.4994914
"101","롯데캐슬","삼성로85길 11","서울특별시 강남구 대치동 893",127.056471,37.5046812
"102","롯데캐슬리베","도곡로 404","서울특별시 강남구 대치동 1025",127.053971,37.4962859
"103","메트로","삼성로75길 34","서울특별시 강남구 대치동 901-51",127.0554206,37.5029473
"104","삼성2차","삼성로57길 45","서울특별시 강남구 대치동 1014-1",127.0575495,37.4969795
"105","삼성3차","도곡로78길 13","서울특별시 강남구 대치동 1016-2",127.0601395,37.4975065
"106","삼환SOGOOD","도곡로 413","서울특별시 강남구 대치동 938-16",127.0556588,37.4975077
"107","상지리츠빌카일룸(1009-4)","도곡로 603","서울특별시 강남구 대치동 1009-4",127.0680804,37.501544
"108","선경1차(1동-7동)","삼성로 151","서울특별시 강남구 대치동 506",127.0625605,37.4920987
"109","선경2차(8동-12동)","삼성로 151","서울특별시 강남구 대치동 506",127.0625605,37.4920987
"110","선경3차","남부순환로395길 10","서울특별시 강남구 대치동 602",127.0608953,37.494139
"111","선릉역 풍림아이원레몬","테헤란로64길 13","서울특별시 강남구 대치동 890-54",127.051482,37.5041457
"112","선릉역대우아이빌(890-49)","테헤란로64길 9","서울특별시 강남구 대치동 890-49",127.0515902,37.5044448
"113","세연파크뷰","삼성로63길 16-5","서울특별시 강남구 대치동 929-8",127.0584096,37.4999932
"114","세영팔레스타운","영동대로65길 57","서울특별시 강남구 대치동 975-20",127.062111,37.5007327
"115","쌍용대치2","영동대로 220","서울특별시 강남구 대치동 65",127.0703247,37.4994947
"116","쌍용대치아파트1동, 2동, 3동, 5동, 6동","영동대로 210","서울특별시 강남구 대치동 66",127.0709857,37.4979951
"117","아름빌(889-74)","선릉로86길 11","서울특별시 강남구 대치동 889-74",127.0505735,37.5033662
"118","우정에쉐르","영동대로85길 17","서울특별시 강남구 대치동 950",127.0622577,37.5068204
"119","은마","삼성로 212","서울특별시 강남구 대치동 316",127.0653265,37.4974576
"120","청원","도곡로69길 16","서울특별시 강남구 대치동 934-1",127.0559528,37.4984102
"121","테헤란로대우아이빌(891-6)","테헤란로 428","서울특별시 강남구 대치동 891-6",127.0542018,37.5056037
"122","포스코더샵","삼성로 417","서울특별시 강남구 대치동 902",127.0572425,37.5040431
"123","풍림 아이원 아파트","역삼로 436","서울특별시 강남구 대치동 910-4",127.0548023,37.5015764
"124","풍림아이원1차101동(910-3)","역삼로 434","서울특별시 강남구 대치동 910-3",127.0545556,37.501496
"125","풍림아이원1차103동(910-5)","역삼로 438","서울특별시 강남구 대치동 910-5",127.0550399,37.5016575
"126","풍림아이원2차202동","역삼로74길 8","서울특별시 강남구 대치동 910-6",127.0549741,37.5013137
"127","풍림아이원4차(1007-2)","영동대로 330-7","서울특별시 강남구 대치동 1007-2",127.0666699,37.5041928
"128","하이캐슬","삼성로64길 40","서울특별시 강남구 대치동 986-14",127.0638226,37.5005192
"129","하이캐슬102동","삼성로64길 36","서울특별시 강남구 대치동 986",127.0633914,37.5003644
"130","한보미도맨션1","삼성로 150","서울특별시 강남구 대치동 511",127.0673376,37.4935161
"131","한보미도맨션2","삼성로 150","서울특별시 강남구 대치동 511",127.0673376,37.4935161
"132","한양팰리스","삼성로61길 9","서울특별시 강남구 대치동 941-13",127.0597139,37.499162
"133","한티(933-0)","도곡로73길 18","서울특별시 강남구 대치동 933",127.0570995,37.4989537
"134","한티(933-35)","삼성로63길 37","서울특별시 강남구 대치동 933-35",127.0572718,37.4990083
"135","해암프리존","영동대로 325","서울특별시 강남구 대치동 983-1",127.0654114,37.5033475
"136","현대1","영동대로57길 28","서울특별시 강남구 대치동 992",127.0651317,37.4997456
"137","현대썬앤빌 테헤란","삼성로85길 33","서울특별시 강남구 대치동 894",127.0546834,37.5043669
"138","화인하이빌","영동대로85길 17-9","서울특별시 강남구 대치동 950-5",127.0624939,37.5063835
"139","PLUMHILLS","남부순환로373길 26","서울특별시 강남구 도곡동 193-67",127.0441165,37.487497
"140","SK허브프리모","강남대로 240","서울특별시 강남구 도곡동 953-1",127.0344078,37.4852042
"141","경남","논현로 209","서울특별시 강남구 도곡동 967",127.0408333,37.4887779
"142","대림","남부순환로365길 16","서울특별시 강남구 도곡동 960",127.0396924,37.4864808
"143","대림아크로빌","언주로30길 13","서울특별시 강남구 도곡동 467-6",127.0511666,37.4881387
"144","대명비발디","도곡로6길 18","서울특별시 강남구 도곡동 944-6",127.0343337,37.4890286
"145","대우디오빌","강남대로 256","서울특별시 강남구 도곡동 952",127.0334977,37.486424
"146","도곡1차아이파크","도곡로28길 8","서울특별시 강남구 도곡동 543-7",127.0429773,37.4919624
"147","도곡2차 I-PARK","도곡로14길 28","서울특별시 강남구 도곡동 969",127.0370914,37.4891448
"148","도곡3차아이파크","도곡로14길 27","서울특별시 강남구 도곡동 970",127.037805,37.4898426
"149","도곡그린빌","강남대로44길 24","서울특별시 강남구 도곡동 955",127.0357759,37.4860966
"150","도곡렉슬","선릉로 221","서울특별시 강남구 도곡동 527",127.0507447,37.4936848
"151","도곡스타빌","남부순환로370길 20","서울특별시 강남구 도곡동 514-3",127.0425453,37.4840828
"152","도곡스타클래스","남부순환로 2615","서울특별시 강남구 도곡동 957-11",127.0358583,37.4851386
"153","도곡쌍용예가","남부순환로363길 30","서울특별시 강남구 도곡동 933",127.0380857,37.4879716
"154","도곡지웰카운티 101동","남부순환로373길 3","서울특별시 강남구 도곡동 199-4",127.0435651,37.4863077
"155","도곡지웰카운티 102동","남부순환로373길 9","서울특별시 강남구 도곡동 199-1",127.0436315,37.486775
"156","도곡푸르지오","강남대로54길 6","서울특별시 강남구 도곡동 949-1",127.0331691,37.487881
"157","도곡푸르지오 102동","강남대로 272","서울특별시 강남구 도곡동 949-2",127.0328905,37.48774
"158","래미안도곡카운티","도곡로 320","서울특별시 강남구 도곡동 538-3",127.0505701,37.4950584
"159","럭키(462)","남부순환로 2740","서울특별시 강남구 도곡동 462",127.0462223,37.4861363
"160","럭키(963)","논현로 213","서울특별시 강남구 도곡동 963",127.0401859,37.4904143
"161","로덴하우스 웨스트빌리지","남부순환로378길 11","서울특별시 강남구 도곡동 462-2",127.0465346,37.4854982
"162","롯데캐슬모닝","도곡로14길 12","서울특별시 강남구 도곡동 551-28",127.0367604,37.490172
"163","매봉삼성","언주로 203","서울특별시 강남구 도곡동 966",127.0488071,37.4891712
"164","벨라빌","남부순환로375길 6","서울특별시 강남구 도곡동 193-42",127.0445707,37.4866366
"165","삼성","남부순환로379길 14","서울특별시 강남구 도곡동 161",127.0462809,37.4885498
"166","삼성래미안","남부순환로 2803","서울특별시 강남구 도곡동 33359",127.0438136,37.4898434
"167","삼익","논현로 218","서울특별시 강남구 도곡동 869",127.0421113,37.4907129
"168","삼호","도곡로 242","서울특별시 강남구 도곡동 540",127.0456769,37.4934512
"169","아카데미스위트1","언주로30길 21","서울특별시 강남구 도곡동 467-7",127.0520866,37.4885335
"170","역삼우성","남부순환로363길 49","서울특별시 강남구 도곡동 934-10",127.0369876,37.4882393
"171","우성4","언주로 117","서울특별시 강남구 도곡동 465",127.0494848,37.4853084
"172","우성리빙텔","언주로30길 27","서울특별시 강남구 도곡동 467-10",127.0525713,37.4883815
"173","우성사원5","언주로29길 34","서울특별시 강남구 도곡동 463-1",127.0475934,37.4859032
"174","우성캐릭터199","언주로 118","서울특별시 강남구 도곡동 467-24",127.0518455,37.4864024
"175","우성캐릭터빌","언주로 122","서울특별시 강남구 도곡동 467-18",127.0510637,37.4870602
"176","원팰리스","남부순환로351길 23","서울특별시 강남구 도곡동 952-14",127.0340128,37.4862038
"177","월드메르디앙101동","남부순환로373길 15","서울특별시 강남구 도곡동 200-1",127.0435778,37.487089
"178","월드메르디앙102동","남부순환로373길 14","서울특별시 강남구 도곡동 200-5",127.0439093,37.4868944
"179","조이너스 도곡","강남대로48길 24","서울특별시 강남구 도곡동 950-19",127.0351034,37.4869498
"180","중명하니빌","남부순환로365길 5","서울특별시 강남구 도곡동 965",127.0389678,37.4858433
"181","타워팰리스1","언주로30길 56","서울특별시 강남구 도곡동 467",127.0544123,37.4882818
"182","타워팰리스2","언주로30길 57","서울특별시 강남구 도곡동 467-17",127.0545117,37.4896405
"183","타워팰리스3","언주로30길 26","서울특별시 강남구 도곡동 467-29",127.0527274,37.4873934
"184","포스코트","남부순환로381길 15","서울특별시 강남구 도곡동 164-6",127.0475417,37.4877509
"185","하이페리온","도곡로4길 31","서울특별시 강남구 도곡동 968",127.0349649,37.4887526
"186","한라비발디","남부순환로365길 33","서울특별시 강남구 도곡동 972",127.0438136,37.4898434
"187","한신(개포)","언주로 123","서울특별시 강남구 도곡동 464",127.0489647,37.4869126
"188","한신엠비씨","논현로 205","서울특별시 강남구 도곡동 895-8",127.0406411,37.4872733
"189","현대그린1","논현로51길 25","서울특별시 강남구 도곡동 964",127.0394373,37.4889143
"190","현대비젼21","언주로30길 10","서울특별시 강남구 도곡동 467-19",127.051556,37.4873002
"191","현대아이리스1","도곡로6길 14","서울특별시 강남구 도곡동 944-5",127.0341563,37.4892866
"192","현대아파트 1동~3동","도곡로18길 35","서울특별시 강남구 도곡동 961",127.0379787,37.4888159
"193","현대파크빌라","남부순환로377길 25","서울특별시 강남구 도곡동 192-2",127.0445671,37.4876241
"194","힐데스하임빌라","남부순환로377길 26","서울특별시 강남구 도곡동 193-1",127.0449658,37.4880229
"195","LG선릉에클라트(A)","선릉로100길 42","서울특별시 강남구 삼성동 142-7",127.0509131,37.5064703
"196","LG선릉에클라트(B)","테헤란로63길 12","서울특별시 강남구 삼성동 142-3",127.0509138,37.5060621
"197","SM드림빌","봉은사로61길 34","서울특별시 강남구 삼성동 29-11",127.0458578,37.5132767
"198","강변삼부아파트","봉은사로113길 25","서울특별시 강남구 삼성동 36495",127.0565207,37.5139848
"199","골든빌(99-1)","봉은사로113길 39","서울특별시 강남구 삼성동 36161",127.0565207,37.5139848
"200","골든카운티","학동로68길 16","서울특별시 강남구 삼성동 43954",127.0565207,37.5139848
"201","금호어울림","봉은사로111길 25","서울특별시 강남구 삼성동 102-2",127.0646854,37.5165737
"202","다우림하우스","영동대로128길 55","서울특별시 강남구 삼성동 30103",127.0565207,37.5139848
"203","대우멤버스(5차)","봉은사로55길 36","서울특별시 강남구 삼성동 33-22",127.043994,37.5128075
"204","대우멤버스카운티","봉은사로57길 37","서울특별시 강남구 삼성동 33-20",127.0442073,37.5131056
"205","대우멤버스카운티(101동)","영동대로114길 71-3","서울특별시 강남구 삼성동 98-18",127.0645597,37.5181243
"206","대우멤버스카운티(102동)","영동대로118길 76","서울특별시 강남구 삼성동 36039",127.0565207,37.5139848
"207","동일파크스위트","영동대로112길 67","서울특별시 강남구 삼성동 100-14",127.0657643,37.5162281
"208","래미안(201동)","영동대로114길 56","서울특별시 강남구 삼성동 102",127.0641091,37.5166133
"209","래미안삼성1차","영동대로114길 56","서울특별시 강남구 삼성동 103-22",127.0640034,37.5171071
"210","래미안삼성1차(105)","영동대로114길 56","서울특별시 강남구 삼성동 105",127.0633963,37.5158102
"211","래미안삼성2차","선릉로130길 20","서울특별시 강남구 삼성동 44015",127.0565207,37.5139848
"212","레미안삼성1차(104)","영동대로114길 56","서울특별시 강남구 삼성동 104-10",127.0630333,37.5163453
"213","롯데캐슬프레미어","선릉로126길 22","서울특별시 강남구 삼성동 11",127.0451257,37.5151584
"214","미켈란107","영동대로 602","서울특별시 강남구 삼성동 107",127.060586,37.5145796
"215","미켈란147","봉은사로 516","서울특별시 강남구 삼성동 147-2",127.0559557,37.5131794
"216","삼부아그레빌","영동대로114길 63","서울특별시 강남구 삼성동 36100",127.0565207,37.5139848
"217","삼부아파트 102동","봉은사로111길 34","서울특별시 강남구 삼성동 99",127.064863,37.5173852
"218","삼부아파트(101동)","봉은사로111길 26","서울특별시 강남구 삼성동 99-13",127.0651387,37.5169575
"219","삼성그랑빌","삼성로104길 5","서울특별시 강남구 삼성동 150-20",127.0549903,37.5108839
"220","삼성동 롯데캐슬 킹덤","선릉로112길 53","서울특별시 강남구 삼성동 43",127.0478132,37.5130374
"221","삼성동대성유니드","테헤란로77길 26","서울특별시 강남구 삼성동 129",127.0540504,37.508458
"222","삼성동라테라스","봉은사로 645","서울특별시 강남구 삼성동 110-2",127.0657214,37.5154961
"223","삼성동롯데아파트","학동로 432","서울특별시 강남구 삼성동 17",127.0485461,37.5177621
"224","삼성동브라운스톤레전드","선릉로 660","서울특별시 강남구 삼성동 44045",127.0565207,37.5139848
"225","삼성동신도브래뉴","삼성로103길 12","서울특별시 강남구 삼성동 121-38",127.0533914,37.5103079
"226","삼성동신영지웰","봉은사로 448","서울특별시 강남구 삼성동 114-11",127.0487797,37.5113891
"227","삼성동씨엘케이","학동로 410","서울특별시 강남구 삼성동 43892",127.0565207,37.5139848
"228","삼성동에스케이뷰","봉은사로109길 14-8","서울특별시 강남구 삼성동 101",127.0648405,37.516292
"229","삼성동중앙하이츠빌리지","학동로68길 30","서울특별시 강남구 삼성동 14-1",127.0462102,37.5159844
"230","삼성동한솔아파트","학동로64길 7","서울특별시 강남구 삼성동 43927",127.0565207,37.5139848
"231","삼성동헤렌하우스2(82-1)","영동대로128길 45","서울특별시 강남구 삼성동 29952",127.0565207,37.5139848
"232","삼성동헤렌하우스2(82-4)","영동대로128길 51","서울특별시 강남구 삼성동 30042",127.0565207,37.5139848
"233","삼성동힐스테이트 1단지","학동로68길 29","서울특별시 강남구 삼성동 16-2",127.0485407,37.5162276
"234","삼성리치빌1","학동로82길 6","서울특별시 강남구 삼성동 19238",127.0565207,37.5139848
"235","삼성벨라스빌","봉은사로63길 47","서울특별시 강남구 삼성동 29-19",127.0458041,37.5142944
"236","삼성아셈","봉은사로82길 24","서울특별시 강남구 삼성동 150-5",127.0549926,37.5115994
"237","삼성오네뜨","테헤란로79길 42","서울특별시 강남구 삼성동 127-5",127.0543845,37.5095041
"238","삼성웰피아","테헤란로77길 31","서울특별시 강남구 삼성동 130-2",127.0536051,37.508431
"239","삼성파크","삼성로99길 14","서울특별시 강남구 삼성동 126",127.0538257,37.5090572
"240","삼성팰리스","테헤란로79길 31","서울특별시 강남구 삼성동 129-5",127.054392,37.5086409
"241","삼성팰리스(71-16)","삼성로112길 8","서울특별시 강남구 삼성동 71-16",127.0533289,37.5143649
"242","삼성풍림2차아파트","봉은사로105길 12-7","서울특별시 강남구 삼성동 104",127.0625077,37.5159545
"243","상아아파트","삼성로 649","서울특별시 강남구 삼성동 19-4",127.0499901,37.5176314
"244","서광아파트","선릉로130길 19","서울특별시 강남구 삼성동 2",127.0430478,37.5171888
"245","석탑아파트101동","학동로 412","서울특별시 강남구 삼성동 43893",127.0565207,37.5139848
"246","세방타운하우스","삼성로120길 21","서울특별시 강남구 삼성동 23559",127.0565207,37.5139848
"247","시티(B동)","봉은사로109길 66-7","서울특별시 강남구 삼성동 35462",127.0565207,37.5139848
"248","쌍용플래티넘","봉은사로 474","서울특별시 강남구 삼성동 117",127.0517546,37.5122834
"249","아델하우스","학동로82길 29","서울특별시 강남구 삼성동 23498",127.0565207,37.5139848
"250","아셈","영동대로112길 22","서울특별시 강남구 삼성동 108-1",127.0619936,37.5150918
"251","아이파크","영동대로 640","서울특별시 강남구 삼성동 87",127.0591595,37.5180985
"252","아펠바움","영동대로114길 72","서울특별시 강남구 삼성동 36220",127.0565207,37.5139848
"253","영무예다음","봉은사로72길 33","서울특별시 강남구 삼성동 122-7",127.0523083,37.5103596
"254","우정에쉐르2","테헤란로77길 8","서울특별시 강남구 삼성동 144-10",127.0548939,37.5070483
"255","이안애빌","봉은사로68길 65","서울특별시 강남구 삼성동 130",127.0533955,37.5085536
"256","주풍파크빌","선릉로108길 33","서울특별시 강남구 삼성동 113-17",127.0469323,37.5104389
"257","진흥아파트","학동로88길 5","서울특별시 강남구 삼성동 19391",127.0565207,37.5139848
"258","채널리저브","삼성로 517","서울특별시 강남구 삼성동 144-14",127.0553302,37.5079717
"259","청구아파트","영동대로128길 5","서울특별시 강남구 삼성동 28581",127.0565207,37.5139848
"260","푸른솔아파트1동","학동로 420","서울특별시 강남구 삼성동 43924",127.0565207,37.5139848
"261","풍림","테헤란로77길 22","서울특별시 강남구 삼성동 129-20",127.0543019,37.5079815
"262","풍림(1차)","영동대로112길 15","서울특별시 강남구 삼성동 106",127.0617602,37.51539
"263","한일","봉은사로73길 23","서울특별시 강남구 삼성동 48",127.0499091,37.5137553
"264","현대삼성동1차","삼성로120길 52-5","서울특별시 강남구 삼성동 21064",127.0565207,37.5139848
"265","현대아파트 101동","학동로64길 14","서울특별시 강남구 삼성동 6",127.0446879,37.5167552
"266","현대타워(13층-27층)","테헤란로 423","서울특별시 강남구 삼성동 143-37",127.053033,37.5061783
"267","현대힐스테이트 2단지","삼성로111길 8","서울특별시 강남구 삼성동 50",127.0515142,37.5138493
"268","형우빌라","삼성로126길 20","서울특별시 강남구 삼성동 23621",127.0565207,37.5139848
"269","호산프라자","선릉로 604","서울특별시 강남구 삼성동 37",127.0439458,37.5109113
"270","홍실아파트","영동대로128길 15","서울특별시 강남구 삼성동 79",127.0595683,37.5199625
"271","강남데시앙파크","헌릉로590길 63","서울특별시 강남구 세곡동 525",127.1015872,37.4600486
"272","강남신동아파밀리에1단지","헌릉로590길 100","서울특별시 강남구 세곡동 508",127.1006133,37.4640671
"273","강남신동아파밀리에2단지","헌릉로590길 10","서울특별시 강남구 세곡동 511",127.10273,37.4641165
"274","강남엘에이치1단지","헌릉로571길 20","서울특별시 강남구 세곡동 579",127.1073203,37.4692712
"275","세곡리엔파크(3단지)","헌릉로590길 11","서울특별시 강남구 세곡동 516",127.1044593,37.4636638
"276","세곡푸르지오","자곡로 21","서울특별시 강남구 세곡동 533",127.099603,37.4645163
"277","강남 더샵 포레스트","광평로34길 35","서울특별시 강남구 수서동 537",127.0952309,37.4809893
"278","강남데시앙포레","광평로34길 55","서울특별시 강남구 수서동 559",127.0911716,37.4809122
"279","까치마을","광평로19길 10","서울특별시 강남구 수서동 746",127.0873935,37.4846721
"280","동익","광평로39길 3","서울특별시 강남구 수서동 738",127.0966796,37.4852813
